page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path	Chr	Start	End
170	1	Upper_Left	PCSI_0111	1:224736774−247023067	7, 8	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_170_part_1.png	1	224736774	247023067
170	2	Upper_Right	PCSI_0111	3:35128015−182834759	11, 23	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_170_part_2.png	3	35128015	182834759
170	3	Lower_Left	PCSI_0111	11:66329047−111791324	8, 13	40	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_170_part_3.png	11	66329047	111791324
170	4	Lower_Right	PCSI_0145	14:32259593−106721663	7, 11	71	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_170_part_4.png	14	32259593	106721663
171	1	Upper_Left	PCSI_0173	2:156697897−174544813	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_171_part_1.png	2	156697897	174544813
171	2	Upper_Right	PCSI_0174	11:4497415−80861714	7, 17	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_171_part_2.png	11	4497415	80861714
171	3	Lower_Left	PCSI_0217	10:997409−23898134	7, 12	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_171_part_3.png	10	997409	23898134
171	4	Lower_Right	PCSI_0217	12:41107420−120160634	22, 27	27	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_171_part_4.png	12	41107420	120160634
172	1	Upper_Left	PCSI_0226	12:6793815−132449370	13, 19	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_172_part_1.png	12	6793815	132449370
172	2	Upper_Right	PCSI_0230	7:38154775−158410033	13, 32	52	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_172_part_2.png	7	38154775	158410033
172	3	Lower_Left	PCSI_0230	15:23887647−81786260	13, 21	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_172_part_3.png	15	23887647	81786260
172	4	Lower_Right	PCSI_0230	21:24156719−42334957	8, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_172_part_4.png	21	24156719	42334957
173	1	Upper_Left	PCSI_0239	13:19829855−23893773	17, 45	45	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_173_part_1.png	13	19829855	23893773
173	2	Upper_Right	PCSI_0261	4:67443335−187140838	9, 20	58	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_173_part_2.png	4	67443335	187140838
173	3	Lower_Left	PCSI_0261	18:8939813−74242436	15, 18	33	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_173_part_3.png	18	8939813	74242436
173	4	Lower_Right	PCSI_0274	12:47428310−76942994	7, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_173_part_4.png	12	47428310	76942994
174	1	Upper_Left	PCSI_0279	19:31472618−51366174	9, 13	35	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_174_part_1.png	19	31472618	51366174
174	2	Upper_Right	PCSI_0280	11:489225−45714066	8, 14	79	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_174_part_2.png	11	489225	45714066
174	3	Lower_Left	PCSI_0281	22:23142389−50230074	7, 17	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_174_part_3.png	22	23142389	50230074
174	4	Lower_Right	PCSI_0284	2:125112849−242849922	18, 45	46	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_174_part_4.png	2	125112849	242849922
175	1	Upper_Left	PCSI_0284	20:48853377−57995207	7, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_175_part_1.png	20	48853377	57995207
175	2	Upper_Right	PCSI_0287	6:26445451−161795623	47, 47	47	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_175_part_2.png	6	26445451	161795623
175	3	Lower_Left	PCSI_0287	9:12263449−31719162	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_175_part_3.png	9	12263449	31719162
175	4	Lower_Right	PCSI_0297	9:3612495−91279620	20, 20	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_175_part_4.png	9	3612495	91279620
176	1	Upper_Left	PCSI_0297	12:49890146−51896557	12, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_176_part_1.png	12	49890146	51896557
176	2	Upper_Right	PCSI_0297	17:16438476−80055892	8, 10	73	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_176_part_2.png	17	16438476	80055892
176	3	Lower_Left	PCSI_0300	19:29270995−48823894	7, 7	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_176_part_3.png	19	29270995	48823894
176	4	Lower_Right	PCSI_0303	18:18793459−48361192	14, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_176_part_4.png	18	18793459	48361192
177	1	Upper_Left	PCSI_0305	2:147370933−187071951	12, 16	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_177_part_1.png	2	147370933	187071951
177	2	Upper_Right	PCSI_0307	6:64529563−136604930	18, 18	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_177_part_2.png	6	64529563	136604930
177	3	Lower_Left	PCSI_0324	5:43481679−126819152	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_177_part_3.png	5	43481679	126819152
177	4	Lower_Right	PCSI_0325	7:2311735−70487292	7, 14	59	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_177_part_4.png	7	2311735	70487292
178	1	Upper_Left	PCSI_0338	1:51308307−249192722	8, 9	40	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_178_part_1.png	1	51308307	249192722
178	2	Upper_Right	PCSI_0340	18:149060−29571306	10, 19	37	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_178_part_2.png	18	149060	29571306
178	3	Lower_Left	PCSI_0345	8:51309933−137292850	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_178_part_3.png	8	51309933	137292850
178	4	Lower_Right	PCSI_0350	18:31950397−68899945	7, 13	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_178_part_4.png	18	31950397	68899945
179	1	Upper_Left	PCSI_0350	22:19346879−47234372	10, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_179_part_1.png	22	19346879	47234372
179	2	Upper_Right	PCSI_0351	4:40669996−189308624	12, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_179_part_2.png	4	40669996	189308624
179	3	Lower_Left	PCSI_0352	14:20953269−101623829	11, 36	36	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_179_part_3.png	14	20953269	101623829
179	4	Lower_Right	PCSI_0354	18:4121150−73576993	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_179_part_4.png	18	4121150	73576993
180	1	Upper_Left	PCSI_0356	8:40478806−140298863	31, 32	32	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_180_part_1.png	8	40478806	140298863
180	2	Upper_Right	PCSI_0356	11:323191−36726710	24, 48	63	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_180_part_2.png	11	323191	36726710
180	3	Lower_Left	PCSI_0356	17:22238087−79107550	11, 14	27	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_180_part_3.png	17	22238087	79107550
180	4	Lower_Right	PCSI_0392	12:7998293−127887019	9, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_180_part_4.png	12	7998293	127887019
181	1	Upper_Left	PCSI_0403	12:388638−75487543	21, 34	41	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_181_part_1.png	12	388638	75487543
181	2	Upper_Right	PCSI_0403	17:25733074−70173103	11, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_181_part_2.png	17	25733074	70173103
181	3	Lower_Left	PCSI_0451	8:47674760−136141807	8, 10	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_181_part_3.png	8	47674760	136141807
181	4	Lower_Right	PCSI_0458	2:2888790−157310482	9, 23	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_181_part_4.png	2	2888790	157310482
182	1	Upper_Left	PCSI_0472	10:28947349−34511968	13, 18	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_182_part_1.png	10	28947349	34511968
182	2	Upper_Right	PCSI_0473	6:36130410−92771456	7, 11	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_182_part_2.png	6	36130410	92771456
182	3	Lower_Left	PCSI_0477	2:45422−204621489	7, 9	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_182_part_3.png	2	45422	204621489
182	4	Lower_Right	PCSI_0477	3:2293198−187254007	10, 10	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_182_part_4.png	3	2293198	187254007
183	1	Upper_Left	PCSI_0477	17:21709058−72004070	8, 14	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_183_part_1.png	17	21709058	72004070
183	2	Upper_Right	PCSI_0527	12:16004740−48600593	7, 7	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_183_part_2.png	12	16004740	48600593
183	3	Lower_Left	PCSI_0572	2:21945480−110876001	8, 13	24	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_183_part_3.png	2	21945480	110876001
183	4	Lower_Right	ICGC_0431	10:4904254−111891388	17, 17	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_183_part_4.png	10	4904254	111891388
184	1	Upper_Left	ICGC_0455	1:188073080−236635572	10, 19	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_184_part_1.png	1	188073080	236635572
184	2	Upper_Right	ICGC_0498	1:8214142−231450770	41, 41	41	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_184_part_2.png	1	8214142	231450770
184	3	Lower_Left	ICGC_0498	11:21255252−90295433	26, 26	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_184_part_3.png	11	21255252	90295433
184	4	Lower_Right	ITNET-1266	11:67900950−116481177	17, 17	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_184_part_4.png	11	67900950	116481177
185	1	Upper_Left	ITNET-0087	8:15876266−129305739	16, 16	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_185_part_1.png	8	15876266	129305739
185	2	Upper_Right	ITNET-0118	15:35208509−67092577	15, 15	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_185_part_2.png	15	35208509	67092577
185	3	Lower_Left	ITNET-0152	22:17924903−47818249	30, 30	30	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_185_part_3.png	22	17924903	47818249
185	4	Lower_Right	ITNET-0152	X:808303−155214868	122, 122	122	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_185_part_4.png	X	808303	155214868
186	1	Upper_Left	ITNET-0968	18:12732238−76910328	15, 15	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_186_part_1.png	18	12732238	76910328
186	2	Upper_Right	EOPC-011	6:145595779−168829760	14, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_186_part_2.png	6	145595779	168829760
186	3	Lower_Left	EOPC-018	2:193357450−199873274	12, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_186_part_3.png	2	193357450	199873274
186	4	Lower_Right	EOPC-021	1:5717619−90237612	12, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_186_part_4.png	1	5717619	90237612
187	1	Upper_Left	EOPC-021	2:55039051−149412025	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_187_part_1.png	2	55039051	149412025
187	2	Upper_Right	EOPC-029	11:96486263−98959029	19, 19	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_187_part_2.png	11	96486263	98959029
187	3	Lower_Left	EOPC-030	11:70358348−117056058	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_187_part_3.png	11	70358348	117056058
187	4	Lower_Right	EOPC-030	15:45489848−50514324	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_187_part_4.png	15	45489848	50514324
188	1	Upper_Left	EOPC-05	12:20367968−117498112	13, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_188_part_1.png	12	20367968	117498112
188	2	Upper_Right	EOPC-06	11:3698754−86989800	16, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_188_part_2.png	11	3698754	86989800
188	3	Lower_Left	EOPC-06	19:4983858−52796956	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_188_part_3.png	19	4983858	52796956
188	4	Lower_Right	CPCG0001	6:73106289−128515137	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_188_part_4.png	6	73106289	128515137
189	1	Upper_Left	CPCG0020	5:85713705−111436997	8, 19	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_189_part_1.png	5	85713705	111436997
189	2	Upper_Right	CPCG0040	4:66000602−188117670	13, 19	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_189_part_2.png	4	66000602	188117670
189	3	Lower_Left	CPCG0047	5:58141508−132747188	8, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_189_part_3.png	5	58141508	132747188
189	4	Lower_Right	CPCG0047	17:7344436−80003025	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_189_part_4.png	17	7344436	80003025
190	1	Upper_Left	CPCG0078	7:87564783−152327924	9, 9	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_190_part_1.png	7	87564783	152327924
190	2	Upper_Right	CPCG0087	10:65582868−91714710	10, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_190_part_2.png	10	65582868	91714710
190	3	Lower_Left	CPCG0095	19:35792212−49163182	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_190_part_3.png	19	35792212	49163182
190	4	Lower_Right	CPCG0098	6:80395987−95133658	16, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_190_part_4.png	6	80395987	95133658
191	1	Upper_Left	CPCG0098	X:26243883−91967097	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_191_part_1.png	X	26243883	91967097
191	2	Upper_Right	CPCG0099	5:49962437−111461751	10, 23	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_191_part_2.png	5	49962437	111461751
191	3	Lower_Left	CPCG0123	2:32918330−74219519	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_191_part_3.png	2	32918330	74219519
191	4	Lower_Right	CPCG0123	8:22894046−144595974	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_191_part_4.png	8	22894046	144595974
192	1	Upper_Left	CPCG0123	17:27075680−55017524	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_192_part_1.png	17	27075680	55017524
192	2	Upper_Right	CPCG0124	13:29235366−111679206	13, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_192_part_2.png	13	29235366	111679206
192	3	Lower_Left	CPCG0128	2:57746139−137270112	12, 19	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_192_part_3.png	2	57746139	137270112
192	4	Lower_Right	CPCG0128	7:106208873−123387813	20, 20	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_192_part_4.png	7	106208873	123387813
193	1	Upper_Left	CPCG0154	12:41871673−107239693	11, 19	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_193_part_1.png	12	41871673	107239693
193	2	Upper_Right	CPCG0158	7:38307844−131180183	7, 7	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_193_part_2.png	7	38307844	131180183
193	3	Lower_Left	CPCG0158	20:26127345−62406063	11, 28	52	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_193_part_3.png	20	26127345	62406063
193	4	Lower_Right	CPCG0166	1:64280405−222074952	14, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_193_part_4.png	1	64280405	222074952
194	1	Upper_Left	CPCG0183	5:61391468−82150238	11, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_194_part_1.png	5	61391468	82150238
194	2	Upper_Right	CPCG0183	16:63407336−87039387	14, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_194_part_2.png	16	63407336	87039387
194	3	Lower_Left	CPCG0184	7:28022973−144475086	7, 9	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_194_part_3.png	7	28022973	144475086
194	4	Lower_Right	CPCG0185	10:11812464−112681665	7, 11	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_194_part_4.png	10	11812464	112681665
195	1	Upper_Left	CPCG0191	8:4682515−119746552	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_195_part_1.png	8	4682515	119746552
195	2	Upper_Right	CPCG0199	3:162683867−169237872	11, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_195_part_2.png	3	162683867	169237872
195	3	Lower_Left	CPCG0199	5:30217746−163056821	16, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_195_part_3.png	5	30217746	163056821
195	4	Lower_Right	CPCG0199	7:7799682−14177776	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_195_part_4.png	7	7799682	14177776
196	1	Upper_Left	CPCG0199	12:40811810−113578120	22, 22	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_196_part_1.png	12	40811810	113578120
196	2	Upper_Right	CPCG0201	5:19275862−166331721	26, 29	46	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_196_part_2.png	5	19275862	166331721
196	3	Lower_Left	CPCG0201	6:64935112−158946645	18, 24	24	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_196_part_3.png	6	64935112	158946645
196	4	Lower_Right	CPCG0201	9:6256612−23184831	37, 37	37	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_196_part_4.png	9	6256612	23184831
197	1	Upper_Left	CPCG0201	13:78597547−81366968	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_197_part_1.png	13	78597547	81366968
197	2	Upper_Right	CPCG0206	5:7327241−94584506	11, 17	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_197_part_2.png	5	7327241	94584506
197	3	Lower_Left	CPCG0208	5:54711398−151747029	23, 23	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_197_part_3.png	5	54711398	151747029
197	4	Lower_Right	CPCG0208	8:6075645−42724629	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_197_part_4.png	8	6075645	42724629
198	1	Upper_Left	CPCG0211	2:15850928−179041463	7, 10	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_198_part_1.png	2	15850928	179041463
198	2	Upper_Right	CPCG0211	14:23310029−91217856	11, 13	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_198_part_2.png	14	23310029	91217856
198	3	Lower_Left	CPCG0217	12:11281216−18305829	14, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_198_part_3.png	12	11281216	18305829
198	4	Lower_Right	CPCG0232	1:33333284−160926638	23, 34	50	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_198_part_4.png	1	33333284	160926638
